pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-146.998,-145.998,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,4213.3,456.22,105.66,0.5571,167.32,40,0.5,4000,24245,19500,19211,18925,19002,18953,18870,19163,19220,18959,19012,18921,19069,19026,19027,19008,18960,18846,18941,18849,18761,18997,18871,18974,19038,18509,18443,14647,18394,18961,18684,19014,18960,19032,18912,18742,18949,19020,18736,19109,18947,18841,18925,19155,18856,19037,19095,19021,18763,18944,19043,18837,18972,18941,18903,19054,19167,19009,18926,18898,18865,18929,19116,19337,19081,18738,19250,18787,18935,18883,19083,19063,19083,18999,19148,19108,19011,18926,18962,19059,18997,19029,19028,19144,19024,18971
6.4,24.933,3.4,4267.4,472.97,105.28,0.5743,172.48,40,0.5,4000,25643,20432,20127,19922,20080,20158,20354,19846,20200,19982,20106,20077,20082,20072,20111,20103,20010,20036,20014,20090,20256,20107,20151,20135,20112,19877,19785,12247,18937,20053,20002,20113,20235,20092,19958,20090,19853,20215,20356,20215,20290,20157,19890,20129,20211,20413,20154,20290,20170,20127,20055,20323,20082,20152,19964,20242,20362,20070,20156,20199,20273,20044,20256,20191,20188,20091,19949,20164,20031,19969,20082,20134,20301,20151,20136,20231,20031,20027,20233,20068,20258,20149,20175,20185,20130,20248
6.52,24.908,3.4,4231.8,514.07,90.816,0.31068,93.31,40,0.5,4000,20369,16426,16161,16331,16275,16162,16149,16282,16205,16053,16126,16132,16315,16160,15961,16088,16125,16171,16180,16283,16150,15949,16070,16295,15980,15094,13661,15801,15955,16278,16062,16279,16120,16178,16196,16314,16132,16245,16248,16271,16217,16266,16212,16098,16114,16074,16312,16088,16239,16391,16351,16206,16187,16114,16110,16190,16063,16166,16174,16230,16204,16318,16353,16012,16295,16320,16303,16133,16468,16239,16194,16210,16057,16362,16425,16066,16190,16213,16151,16267,16326,16138,16218,16276,16122,16072
6.68,24.846,3.4,4198.8,409.31,112.26,0.20957,62.941,40,0.5,4000,24015,19146,18797,18810,18531,18853,18902,18824,18628,18897,18789,18754,18877,18771,18888,18786,18674,18677,18676,18968,18710,18822,18957,18890,18351,13135,17777,18602,18687,18664,18661,19018,18870,18727,18871,18688,18957,18767,18816,18704,19061,18788,18818,18813,18774,18956,18639,18811,18942,18907,18748,18945,18815,18947,18742,18696,19020,18877,19034,18778,18880,18812,18792,18960,18746,18723,18831,18951,18771,18751,18751,18885,18758,18982,18957,18668,18757,18581,18783,18815,18862,18784,18965,18768,18750,18728
6.85,24.755,3.4,4226.9,371.56,114.66,0.29256,87.867,40,0.5,4000,26402,20824,20534,20249,20524,20281,20333,20501,20390,20489,20213,20605,20449,20440,20372,20297,20175,20449,20290,20437,20223,20215,20324,20330,19905,18988,19563,20109,20467,20310,20528,20400,20400,20460,20238,20558,20509,20330,20606,20376,20525,20464,20365,20565,20392,20634,20391,20448,20467,20353,20266,20484,20482,20359,20430,20468,20509,20407,20319,20450,20469,20608,20689,20433,20415,20561,20522,20294,20182,20410,20426,20563,20467,20544,20453,20358,20559,20421,20377,20542,20421,20450,20769,20533,20528,20743
6.98,24.893,3.4,4214.7,375.17,112.24,0.24939,74.902,40,0.5,4000,25949,20481,20072,20306,20077,20129,20164,20228,20232,20175,20112,20177,20218,20205,20408,20078,20238,20155,19918,20158,20381,20164,20143,20283,19803,17274,19372,19908,20232,20396,20343,20165,20031,20168,20106,20270,20106,20138,20095,20404,20453,20470,20361,20169,20317,20113,20222,20563,20099,20305,20141,20227,20280,20256,20035,20122,20238,20309,20411,20308,20367,20164,20259,20319,20081,20356,20395,20181,20132,20050,20168,20183,20161,20475,20137,20439,20274,20271,20286,20358,20285,20253,20447,20393,20491,20392
7.12,24.918,3.4,4278.2,362.9,96.217,0.040761,12.242,40,0.5,4000,19773,16208,15832,16038,16013,15925,15961,16021,15874,15871,15809,16005,15992,15836,15926,15997,15983,15893,16028,15890,15885,15975,15987,15616,12695,15082,15506,16009,15655,15707,16034,15996,16002,15912,16143,15897,16047,15993,15909,15920,15979,15752,16011,15779,15962,16001,15923,15820,15967,15978,15829,15841,15832,15780,16155,16168,16034,15870,15983,16096,15994,15987,16047,15817,15827,16238,15988,16005,15935,16144,15841,15898,16020,15830,15884,15914,15970,15969,15946,15970,15907,16098,15863,15928,15891,16067
7.27,24.543,3.4,4207.5,290.29,112.89,0.1282,38.503,40,0.5,4000,23491,18677,18440,18351,18348,18543,18338,18370,18426,18261,18448,18467,18216,18330,18447,18464,18192,18331,18397,18259,18490,18272,18233,18165,17031,15399,17768,18168,18507,18292,18096,18445,18408,18457,18303,18244,18328,18308,18313,18238,18357,18350,18654,18413,18335,18448,18453,18301,18484,18463,18311,18499,18332,18163,18318,18427,18511,18315,18533,18375,18365,18325,18313,18521,18509,18254,18269,18360,18474,18547,18386,18327,18383,18324,18301,18612,18288,18175,18359,18254,18060,18534,18317,18374,18227,18361
6.25,24.943,1.4,1708.2,341.18,115.23,0.0037368,1.1223,40,0.5,4000,28228,26160,25838,26190,26326,25870,25950,26077,26095,26077,26074,25993,25894,26037,26095,26184,26111,26118,26056,26020,26015,26061,25773,25630,11826,25287,25901,25816,25943,25989,25946,26031,26154,25932,26068,26104,25939,25933,25971,26227,25984,25752,26051,26277,26116,26209,25875,26089,26124,25878,26067,25984,26001,26175,26101,26154,26276,25957,26096,26012,26030,26065,25927,25991,25973,26088,26184,26140,25796,26230,26051,25990,26113,26260,26075,26092,26192,26294,25851,26005,26021,25897,26082,26184,25922,26076
