pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-165.999,-164.999,-163.999,-162.999,-161.999,-160.999,-159.999,-158.999,-157.999,-156.999,-155.999,-154.999,-153.999,-152.999,-151.999,-150.999,-149.999,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.27,4.9955,0.86,843.25,337.06,107.48,0.47411,142.39,40,4,1000,25497,22810,22396,22241,22309,22364,22176,22283,22310,22281,22293,22206,22317,22221,22285,22291,22342,22107,22111,21906,22133,21874,21334,21334,21135,20891,20793,20425,20161,19834,19450,18894,18231,17140,15573,13241,10167,5921.2,2775.5,2401.3,4806.1,8492.6,11741,14259,15948,17252,18323,18886,19393,19908,20145,20434,20717,20687,20772,20843,20988,21177,21088,21001,21069,21233,21253,21209,21320,21290,21386,21090,21499,21236,21279,21480,21292,21393,21442,21706,21635,21642,21498,21639,21671,21648,21640,21609,21627,21866,21768,21863,21857,21781,21940,21850,22055,21824,21924,22030,21929,21996
6.42,4.9925,0.86,877.07,335.74,108.75,0.62372,187.32,40,4,1000,27872,25006,24403,24325,24505,24382,24427,24465,24111,24457,24330,24502,24463,24591,24354,24368,24557,24428,24144,23950,24144,23907,23496,23315,23162,22869,22870,22476,22337,21936,21685,21143,20525,19585,18298,16468,13720,9943.8,5375.2,2590.6,3217.4,6634.2,10369,13780,16333,18012,19593,20476,20944,21231,21869,22218,22542,22699,22611,22775,23140,22901,22968,23153,23169,23275,23272,23263,23252,23414,23396,23247,23406,23427,23473,23466,23420,23592,23657,23704,23663,23526,23677,23753,23703,23491,23549,23713,23728,23716,23844,23699,23924,23684,24041,23962,23973,23998,24236,24140,24142,24108
6.56,4.9875,0.86,877.57,362.04,101.43,0.65558,196.89,40,4,1000,27169,24841,24311,24218,24278,24126,23997,24212,24060,24242,24193,24217,24271,24110,24058,24305,24026,23901,24053,23835,23735,23789,23452,23321,23010,23033,22872,22691,22419,22094,21761,21224,20845,19961,18785,17011,14628,11065,6308.9,2665.2,2411,6178.5,10209,13547,16169,17950,19133,20096,20704,21127,21800,22017,22337,22413,22444,22657,22856,23006,22862,22915,23082,23027,23127,23031,23202,23063,23107,23126,23034,23155,23411,23215,23421,23335,23115,23484,23425,23449,23368,23497,23243,23646,23454,23299,23405,23533,23738,23631,23681,23592,23769,23730,23859,23884,23850,24064,24101,23902
6.71,4.9766,0.86,864.32,371.25,95.53,0.46619,140.01,40,4,1000,25161,22920,22437,22371,22395,22420,22101,22349,22299,22299,22295,22450,22338,22258,22386,22334,22255,22238,22072,22074,22329,22000,21597,21372,21270,21187,20924,20881,20526,20202,19911,19186,18536,17505,16192,13649,10515,6329.9,2624.4,2578.4,5611.8,9894.6,12835,15052,16982,17916,18577,19389,19577,20076,20499,20785,21005,20865,20934,21182,21114,21095,21373,21213,21315,21177,21384,21350,21533,21498,21362,21481,21480,21518,21653,21501,21457,21615,21628,21748,21537,21493,21618,21552,21618,21734,21663,21644,21760,21736,21820,21828,21990,21829,21935,22082,22025,22137,21890,22193,22042,22040
6.87,4.9554,0.86,842.95,390.21,86.194,0.33342,100.14,40,4,1000,21656,19563,19451,19306,19168,19223,19204,19071,19235,19176,19002,19282,19027,19205,19382,19014,19034,19242,19124,18984,19121,18901,18535,18461,18428,18225,17959,17867,17688,17485,17092,16515,15952,14610,13193,10863,7267.9,3292.9,1596.5,4157.2,7263.2,10515,12761,14436,15369,16301,16649,17065,17325,17656,17865,17952,18130,18156,18245,18351,18174,18102,18348,18088,18287,18389,18261,18441,18460,18390,18058,18357,18425,18521,18266,18344,18634,18512,18606,18674,18590,18476,18652,18644,18743,18490,18447,18616,18568,18784,18827,18922,18791,18725,18865,18963,19128,18827,18871,19113,19170,19056
6.98,4.9505,0.86,822.85,337.33,106.87,0.1594,47.873,40,4,1000,24349,21909,21471,21241,21253,21298,21294,21170,21278,21306,21296,21305,21423,21425,21373,21149,21398,21079,21064,21080,21181,21042,20330,20177,20097,19793,19596,19183,18781,18648,17752,16893,15713,14000,11139,7437.4,3781.7,2253.4,3533.6,6917.6,10066,12823,14595,16079,17128,17769,18585,18912,19333,19450,19502,19935,19889,19969,20225,20161,20236,20212,20247,20242,20130,20249,20307,20265,20294,20196,20265,20328,20255,20444,20467,20362,20420,20594,20496,20406,20646,20680,20490,20573,20657,20732,20634,20831,20807,20891,20814,20939,21004,20924,21079,20944,20970,20984,21077,21129,21036,21043
7.12,4.9935,0.86,843.67,320.58,111.16,0.28829,86.584,40,4,1000,27348,24664,24111,23989,23939,24039,23863,23858,23791,23895,23941,24196,23900,23885,24048,24057,24023,23919,23909,23863,23525,23572,22997,22797,22305,22179,22018,21833,21349,20872,20223,19546,18484,16798,14227,10979,6751.6,3026.5,2065.7,4737.4,8735.6,12400,14940,16939,18335,19477,19943,20732,21112,21596,21803,21946,22233,22293,22329,22395,22357,22530,22580,22572,22605,22616,22469,22918,22628,22540,22681,22617,22546,22760,22747,22960,22943,22836,22861,23024,23185,23071,22900,23258,23045,23244,23320,23143,23163,23588,23339,23356,23468,23416,23609,23557,23554,23538,23579,23739,23717,23662
7.28,4.9811,0.86,841.45,324.57,108.82,0.22,66.074,40,4,1000,27359,24629,24232,23823,24015,23820,23955,24080,23974,24070,23997,24091,23827,23835,23855,23995,24065,23857,23900,23750,23603,23676,23045,22646,22636,22352,22102,21818,21221,20730,20212,19357,18059,16168,13293,9530.4,5139.9,2163.1,2979.9,6444.1,10369,13581,16017,17656,18964,19756,20508,21071,21323,21533,21953,22243,22213,22520,22360,22503,22622,22555,22621,22648,22618,22608,22606,22576,22663,22511,22686,22716,22529,22698,22827,22995,23114,22948,23074,23016,23266,23246,23068,23305,23067,23244,23226,23374,23495,23520,23439,23443,23449,23562,23610,23504,23594,23598,23717,23709,23956,23524
6.24,4.996,0.6,610.38,294.66,99.725,0.24858,74.658,40,4,1000,24844,23097,23040,22822,22800,22742,22772,22772,22689,22761,22634,22799,22653,22706,22783,22800,22736,22747,22642,22460,22488,22408,21832,21588,21378,21374,20952,20949,20545,20250,19555,18908,17863,16361,14132,10747,6391.3,3150.1,3176,6911.9,10611,13684,16026,17592,18624,19308,19892,20376,20867,21082,21114,21487,21635,21425,21573,21770,21847,21782,21721,21735,21911,22003,21794,21987,22007,22043,22064,21918,22092,21785,21985,22127,22010,22180,22011,22112,22133,22102,22077,22085,22185,22309,22206,22219,22430,22365,22227,22242,22335,22446,22494,22321,22330,22417,22373,22406,22513,22616
