pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-157.999,-156.999,-155.999,-154.999,-153.999,-152.999,-151.999,-150.999,-149.999,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
7.15,14.908,0.6,518.84,236.66,103.47,0.63826,191.69,37,1,2000,23304,22929,22904,22882,22818,22651,22538,22923,22692,22701,22664,22902,22765,22820,22968,22526,22902,22806,22974,22762,22621,22674,22696,22683,22464,22297,22145,22274,22096,21420,19109,8758.1,16210,20783,21877,22162,22401,22530,22724,22590,22703,22366,22676,22741,22608,22739,22598,22658,22644,22629,22814,22716,22508,22543,22673,22546,22530,22676,22616,22712,22607,22592,22609,22587,22579,22708,22779,22530,22591,22734,22783,22662,22701,22821,22588,22686,22699,22787,22834,22892,22684,22754,22863,22614,22565,22591,22972,22872,22862,22820
7.28,14.874,0.6,558.98,232.67,100.41,0.75114,225.59,37,1,2000,25275,24709,24716,25034,24880,24999,24618,24491,24659,24646,24537,24731,25007,24535,24711,24392,24493,24376,24737,24396,24498,24526,24394,24621,24303,24217,24487,24183,24069,23268,22273,16493,10098,21419,23212,23764,24371,24207,24264,24377,24531,24543,24477,24564,24486,24688,24661,24796,24597,24802,24652,24568,24504,24828,24647,24414,24528,24475,24604,24510,24450,24489,24567,24511,24340,24455,24461,24599,24671,24507,24352,24494,24457,24481,24449,24662,24706,24597,24577,24566,24512,24399,24724,24659,24694,24728,24754,24591,24691,24672
6.25,14.954,0.43,445.13,220.1,93.594,0.66195,198.81,37,1,2000,25076,24864,24760,24476,24629,24501,24596,24442,24609,24361,24331,24432,24586,24730,24479,24498,24629,24413,24550,24271,24406,24386,24178,24319,24353,24182,24105,24193,23798,23249,21532,11468,17069,22560,23697,23725,23943,24239,24316,24349,24423,24508,24499,24416,24424,24301,24459,24242,24661,24550,24247,24345,24353,24310,24678,24409,24271,24462,24360,24275,24098,24498,24425,24466,24459,24592,24497,24591,24584,24602,24240,24311,24401,24389,24462,24362,24426,24235,24401,24414,24488,24453,24473,24361,24465,24362,24453,24365,24372,24530
6.43,14.945,0.43,423.03,222.05,86.422,0.64443,193.55,37,1,2000,23165,22760,22554,22645,22789,22391,22829,22696,22676,22681,22565,22524,22485,22493,22422,22405,22517,22234,22115,22455,22468,22403,22375,22432,22152,22253,22270,22090,21666,21228,19751,10624,17750,21217,21770,22051,22518,22327,22258,22528,22378,22289,22423,22433,22546,22372,22499,22272,22454,22439,22196,22347,22580,22437,22439,22451,22656,22392,22625,22285,22612,22336,22355,22432,22262,22362,22310,22500,22508,22529,22460,22584,22335,22375,22710,22509,22424,22324,22422,22266,22176,22386,22244,22481,22556,22271,22648,22274,22408,22476
6.58,14.925,0.43,414.49,224.92,80.15,0.38948,116.97,37,1,2000,19675,19289,19092,19242,19306,19304,19028,19090,19159,19173,19340,18879,19083,18917,19117,19080,18965,19060,18822,19155,19010,19070,18962,18787,18978,19094,18701,18531,17984,15785,7870.2,16259,17958,18485,18765,18750,18938,18782,18801,19214,18952,19068,18927,19033,19126,19036,18953,19158,19099,18949,18888,18999,19303,18883,18854,18984,19183,18964,18852,18956,19051,19081,19080,18954,19135,18905,19078,19036,18793,19024,18960,19285,19058,19050,19089,19131,18940,18964,18954,18890,18876,18855,18983,19060,18906,18907,19177,19145,19174,19314
6.68,14.896,0.43,410.97,212.22,108.48,0.39979,120.07,37,1,2000,24011,23635,23705,23734,23645,23364,23618,23534,23845,23344,23607,23598,23486,23396,23482,23335,23504,23380,23528,23269,23210,23329,23329,23252,23150,23080,22798,22566,21717,18943,6725.9,19480,22053,22814,22818,23160,23352,23543,23347,23462,23369,23339,23400,23484,23365,23442,23401,23327,23491,23592,23375,23444,23489,23388,23490,23240,23335,23464,23238,23227,23439,23422,23476,23510,23349,23510,23585,23543,23035,23258,23517,23260,23544,23554,23438,23532,23253,23581,23405,23507,23394,23370,23431,23772,23444,23455,23477,23670,23534,23500
6.83,14.838,0.43,434.66,209.71,109.81,0.33117,99.461,37,1,2000,26239,25813,25763,25772,25717,25651,25737,25715,25544,25568,25627,25629,25594,25767,25655,25402,25539,25398,25490,25415,25525,25301,25696,25462,25546,25324,24931,24360,23190,17346,11339,22288,24198,24786,25127,25133,25206,25596,25556,25413,25295,25423,25450,25494,25443,25691,25492,25706,25712,25637,25661,25479,25380,25501,25579,25700,25457,25481,25675,25409,25556,25548,25625,25505,25561,25794,25557,25418,25453,25593,25358,25681,25340,25702,25528,25746,25544,25410,25567,25547,25627,25334,25653,25747,25531,25466,25532,25369,25720,25727
7.03,14.933,0.43,428.59,205.67,104.89,0.30534,91.705,37,1,2000,26317,25722,25756,25550,25472,25463,25428,25538,25418,25367,25403,25358,25399,25327,25463,24902,25287,25132,25153,25158,25421,25139,25180,25275,25192,24931,24461,24103,22909,15822,15050,22711,24072,24693,24922,24955,25144,25001,25135,25344,25186,25326,25223,25353,25230,25264,25421,25152,25202,25302,25470,25225,25432,25189,25183,25272,25416,25051,25287,25226,25295,25192,25422,25347,25217,25347,25240,25154,25260,25433,25468,25181,25341,25180,25437,25345,25409,25324,25422,25285,25208,25473,25306,25206,25395,25260,25294,25233,25163,25301
7.14,14.882,0.43,420.76,199.13,97.308,0.2499,75.053,37,1,2000,23613,23034,22856,22895,23044,22946,22930,22746,22727,22743,22822,22861,22743,22905,22613,22693,22706,22719,22844,22808,22772,22700,22653,22434,22525,22494,22233,21495,19661,10312,17103,21127,21800,22081,22349,22652,22705,22595,22658,22764,22707,22643,22576,22735,22714,22774,22626,22563,22711,22581,22770,22818,22786,22563,22544,22718,22795,22631,22781,22630,22783,22610,22727,22674,22795,22533,22581,22849,22689,22582,22736,22870,22744,22609,22820,22809,22828,22533,22726,22685,22654,22689,22616,22655,22849,22764,22819,22953,22638,22574
