pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-153.999,-152.999,-151.999,-150.999,-149.999,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
7.16,9.8922,3.4,4177.3,451.37,113.11,0.3973,119.32,40,4,4000,23772,21573,21059,20881,20960,20277,20393,20323,20268,20101,19083,18893,18500,18588,17897,17664,17024,16838,15992,15171,13598,12041,9960.5,7062.1,4101.1,2062,935.16,1059.8,2110.4,3771.5,5656.2,7559.1,9293.4,10599,11794,12728,13701,14618,14998,15628,15854,16057,16353,16244,16593,16513,16281,16457,16189,16093,16014,15862,15525,15465,15324,15261,15220,15312,15649,16019,16321,16374,16649,16613,16668,16881,17046,16956,17319,17288,17425,17662,17788,18094,18223,18566,18626,19099,19248,19322,19553,19653,20086,20091,20235,20247
7.27,9.9463,3.4,4249.3,456.28,113.57,0.48624,146.04,40,4,4000,26890,24187,23756,23372,23401,22866,23007,22929,22728,22395,21456,21337,20982,20590,20462,19998,19320,18914,18173,17128,15639,13922,11268,8696.9,5233.6,2502.9,973,925.73,1754.6,3432.4,5766,7748.2,9733.5,11402,12702,13781,14839,15826,16531,17137,17349,17621,17791,18113,18089,18235,18048,17940,17874,18010,17594,17485,17139,17132,16932,16599,16740,16797,17220,17523,17583,18102,18415,18535,18814,18774,19201,19356,19266,19476,19786,19805,19954,19902,20394,20718,20957,21481,21420,21645,21842,22096,22443,22572,22581,22837
6.24,9.9701,1.6,1268.7,380.04,110.14,0.55079,165.42,40,4,4000,28411,27806,27565,27559,27536,27040,26833,26945,26834,26432,25595,25290,25024,25017,24607,24512,23977,23529,23070,22299,21412,19950,17756,15315,11459,7239.8,3265.7,1888.3,3443.1,6502.2,10190,13244,16233,17892,19764,20770,21576,22496,23066,23641,23943,24246,24393,24348,24708,24685,24840,24658,24731,24991,24842,25119,25214,24877,25195,25228,25190,25186,25156,25330,25021,25438,25378,25675,25666,25465,25453,25729,25439,25443,25593,25472,25699,25612,25932,25850,26091,26305,26185,26278,26256,26395,26346,26523,26590,26667
6.41,9.9641,1.6,1335.2,407.9,107.1,0.46531,139.75,40,4,4000,27339,26630,26745,26739,26680,26224,26017,25996,25981,25737,24855,24641,24615,24168,23939,23761,23468,22756,22418,21447,20372,18804,16987,13889,9619.7,5225.9,2180.5,1801.4,4546.7,8468.2,11807,14397,17100,18554,20000,20933,21644,22267,22758,23134,23659,23784,23956,23951,24105,24164,24189,24371,24416,24213,24521,24384,24413,24594,24549,24576,24468,24595,24467,24431,24594,24532,24768,24670,24822,24714,24688,24636,24655,24631,24468,24811,24945,25091,25071,25510,25306,25473,25613,25595,25571,25782,25724,25818,25787,25953
6.56,9.9592,1.6,1325.2,422.1,101.97,0.36159,108.6,40,4,4000,23352,22939,22763,22950,22727,22301,22280,22242,22062,21953,21271,21196,20908,20738,20393,20104,19841,19361,19006,18215,17133,15613,13377,10574,6580.2,2720.8,1682.1,2875.2,5742.6,9151.5,11747,14222,15696,16912,17640,18346,18849,19244,19856,20045,20584,20441,20692,20690,20758,20859,20781,20675,21045,20941,20851,20894,20913,21046,20951,20923,20984,21074,20938,21137,20913,21370,21185,20900,21008,21020,21019,20834,21059,21236,21090,21098,21493,21494,21482,21725,21798,21785,21746,21884,22016,21905,21914,22325,22143,22306
6.71,9.9602,1.6,1312.2,340.18,118.03,0.054729,16.437,40,4,4000,24449,23806,23956,23706,23811,23348,23238,23250,23307,22968,21949,21751,21428,21124,20690,20505,19701,18931,17785,16558,14643,11820,8191,4588.2,2183.8,1882.6,3823.4,6925.7,9837.1,12445,14510,16164,17381,18172,19028,19698,20102,20505,20968,20979,21396,21703,21595,21509,21727,21752,21646,21488,21723,21526,21720,21470,21469,21539,21570,21667,21686,21970,21723,21811,22065,21629,21716,21658,21573,21746,21724,21928,21926,22108,22378,22239,22444,22747,22637,22812,22837,22800,22946,22920,22931,23098,23137,23147,23082,23187
6.87,9.9354,1.6,1352.7,328.13,121.39,0.19773,59.384,40,4,4000,27304,26762,26744,26766,26767,26344,26285,26293,26277,25714,24772,24473,24293,24053,23544,23315,22604,21901,20913,19572,17659,15126,11766,7678.5,3896,1666.7,2328.9,5161.5,8386.3,11494,14375,16562,18375,19468,20575,21226,21893,22594,23067,23464,23753,23856,23876,23957,24123,24019,23889,24212,23849,24152,23903,23801,23861,23821,24032,23934,23981,23944,24128,24121,24028,24277,24045,24206,24128,24238,24042,24253,24240,24504,24655,24762,24954,25010,25296,25417,25523,25512,25687,25805,25717,25702,26021,26038,26180,26311
7,9.8912,1.6,1333.1,325.6,120.48,0.18613,55.902,40,4,4000,27733,27049,27076,27084,27049,26567,26425,26546,26498,26035,24986,24990,24557,24176,23758,23430,22684,22078,20913,19675,17710,14868,11633,7506.3,3306.8,1731.2,2476.9,5437.3,8679.6,11789,14316,16839,18381,19747,20553,21309,22104,22612,23069,23317,23536,23814,23585,23824,23670,23923,23888,23772,23555,23374,23630,23623,23604,23520,23613,23616,23826,23864,23972,24089,24170,24144,24189,24331,24147,24006,24366,24446,24560,24612,24823,24937,24937,25349,25439,25471,25691,25802,26082,25940,25930,26183,26128,26248,26485,26432
7.14,9.988,1.6,1316,343.81,115.59,0.19968,59.971,40,4,4000,26358,25809,25752,25491,25782,25275,25130,25037,24929,24812,23861,23864,23291,23152,22615,22298,21896,20973,20060,18818,17173,14696,11068,7461,3388,1706.7,2592.3,5112.3,8361,11295,13935,15980,17514,18715,19558,20313,21000,21359,21854,22144,22352,22487,22414,22416,22439,22467,22428,22299,22391,22131,22130,21788,22058,22106,22035,22067,22397,22477,22751,22794,22800,22903,23095,22803,23192,23175,23222,23405,23623,23453,23731,23720,23792,24136,24209,24224,24507,24291,24535,24493,24656,24575,24775,24918,25058,24945
