pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-154.999,-153.999,-152.999,-151.999,-150.999,-149.999,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
7.16,9.8922,3.4,3539.9,583.05,100.05,0.68376,205.36,31,6,3000,21257,18950,18616,18277,18308,18415,17596,17600,17472,17341,17103,16244,15968,15628,15364,14750,14527,14032,13485,12912,12051,11172,9939.4,8459.1,6639.8,4749.1,3030.3,1458.8,791.44,838.14,1277.3,2451.1,3699.8,5104.9,6453,7729,8633.8,9497,10196,10928,11746,12313,12483,12847,12995,12981,13404,13237,13473,13442,13594,13431,13508,13430,13563,13526,13394,13498,13598,13326,13327,13475,13747,13655,13755,13783,14018,13895,14008,13871,14101,14021,14149,14332,14655,14625,15013,15378,15754,16141,16227,16571,16625,16878,17211,17186,17466
7.27,9.9463,3.4,3496.3,560.91,106.07,0.82393,247.45,31,6,3000,24144,21481,20982,20916,20752,20707,20020,19907,19853,19838,19493,18574,18239,17900,17623,17127,16827,16326,15853,15158,14462,13399,12224,10555,8710.4,6665,4336.9,2610.8,1120.9,758.62,975.76,1720.6,3170.3,4518.3,6027.4,7569,8923,9878.5,10723,11824,12628,13341,13623,13824,14165,14365,14534,14718,14895,14947,15139,14952,14891,15119,15017,14852,14958,14781,14914,14945,14674,14836,15181,15142,15236,15183,15559,15548,15437,15629,15737,15742,15868,16050,16367,16436,16742,17180,17478,17844,18089,18433,18811,19136,19526,19610,19838
6.24,9.9701,1.6,1111.4,424.05,99.911,0.79111,237.6,31,6,3000,25118,24566,24384,24322,24525,24271,23757,23450,23568,23477,23236,22105,21886,21735,21430,21114,20664,20286,19784,19168,18397,17522,16190,14448,12606,10154,7410.8,4261.9,2160.1,1568.8,2375.6,4278.4,6627.8,9303.8,11257,13564,15247,16307,17313,18317,18827,19231,19799,19791,20175,20437,20559,20574,20835,20974,21049,21143,21277,21359,21241,21451,21602,21542,21738,21738,21735,21928,21929,21988,21833,22028,22144,22196,22234,22164,22121,22088,22144,22382,22454,22440,22588,22639,22801,22899,23135,23033,23011,23453,23290,23520,23520
6.41,9.9641,1.6,1132.5,427.62,90.029,0.67162,201.71,31,6,3000,23146,22650,22330,22433,22290,22306,21790,21658,21640,21496,21423,20464,20110,19845,19694,19319,19097,18822,18126,17662,16741,15786,14499,12660,10575,7970,5290,2934.1,1652.7,1845,3397,5717.5,8180.9,10302,12129,13530,14878,15694,16775,17500,17852,18390,18539,19065,19048,19040,19193,19346,19250,19534,19634,19794,19882,19883,19877,20135,20087,19945,20104,20102,20169,20130,20048,20376,20362,20436,20309,20195,20440,20540,20421,20328,20516,20594,20668,20707,20851,20828,20893,21034,21079,21324,21341,21400,21498,21544,21469
6.56,9.9592,1.6,1086.6,443.4,83.194,0.48271,144.97,31,6,3000,19561,19010,18806,19048,19017,18994,18494,18504,18349,18241,18094,17227,17125,16853,16493,16411,16002,15816,15222,14579,13837,12695,11390,9760.3,7292.7,4875.5,2710.4,1566.9,1700.3,2703.2,5016.2,7043.2,9094.7,10744,12050,13055,13732,14431,15039,15473,15934,16127,16355,16308,16530,16654,16469,16693,16756,16988,16824,16857,17041,16945,17109,17122,17194,17191,17013,17361,17203,17212,17248,17330,17410,17407,17418,17449,17382,17420,17607,17531,17587,17511,17580,17664,17733,17859,17944,17977,18125,18096,18121,18172,18309,18437,18316
6.71,9.9602,1.6,1064.8,388.39,107.8,0.3197,96.017,31,6,3000,22618,22130,21991,21932,22067,21787,21434,21171,21150,21135,20707,19325,19061,18750,18375,17956,17379,16650,15710,14867,13626,11971,10194,7921.9,5249.2,3118,1947.7,1653.8,2636,4343.1,6432.8,8490.2,10258,12105,13330,14480,15426,16298,16777,17274,17874,18229,18375,18426,18538,18794,18730,18831,18998,19103,18999,19175,19062,19227,19299,19318,19428,19438,19421,19586,19471,19595,19749,19615,19534,19621,19749,19856,19805,19846,19952,19974,19884,20085,20081,20283,20275,20506,20606,20554,20667,20723,20807,21091,20906,20981,21030
6.87,9.9354,1.6,1115.8,365.28,115.4,0.44247,132.89,31,6,3000,26003,25227,25141,25165,25176,25021,24300,24316,24258,23966,23688,22211,21952,21575,21042,20484,19992,19273,18425,17464,16108,14387,12467,9960.1,7427.2,4738.3,2798.6,1645.7,2041.9,3496.3,5740.5,8163.3,10474,12505,14243,15736,16657,17616,18594,19281,19989,20296,20537,20704,20757,21123,21164,21238,21253,21379,21528,21538,21546,21637,21648,21800,21991,21846,22071,21817,21994,21904,22034,22090,22077,22208,22119,22277,22245,22234,22453,22340,22536,22795,23097,22791,23139,23322,23354,23434,23433,23604,23864,24022,23999,24050,24158
7,9.8912,1.6,1110.1,379.05,111.88,0.38254,114.89,31,6,3000,26481,25741,25631,25659,25600,25606,24794,24601,24524,24348,24027,22447,22164,21808,21288,20969,20097,19399,18525,17357,15917,14488,11989,9649.7,6745.7,4126.7,2127.2,1678.2,2447.4,4296.6,6653,9127.8,11386,13217,14809,16125,17126,17987,18829,19714,20235,20638,20682,20937,21059,21098,21237,21255,21288,21448,21417,21498,21571,21624,21397,21521,21694,21734,21938,21799,21946,21922,22050,21974,22147,22031,22023,22272,22252,22291,22322,22577,22650,22819,22854,23169,23402,23548,23669,23868,23914,24009,23981,24252,24255,24477,24458
7.14,9.988,1.6,1105.4,399.26,101.34,0.35965,108.02,31,6,3000,23788,22988,22971,22861,22962,23079,22374,22174,22200,22021,21705,20387,20189,19753,19381,19111,18611,17687,17104,16153,14735,13015,11347,8674.9,6196.4,3698.3,2037,1629.8,2295.2,4135.2,6432.2,8523,10438,12390,13654,14827,15800,16560,17378,17862,18239,18531,18822,18872,19014,19126,19241,19157,19363,19192,19257,19367,19347,19378,19336,19241,19475,19616,19421,19597,19791,19750,19630,19797,19904,19883,19878,19946,20075,20291,20061,20277,20417,20569,20666,20766,20987,21265,21398,21528,21508,21557,21676,21826,21996,22281,22094
