pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-154.999,-153.999,-152.999,-151.999,-150.999,-149.999,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.87,49.593,0.86,712.29,210.43,88.172,0.68595,206.01,37,3,3000,18427,18383,18469,18218,18142,18091,17986,17926,17910,18082,18086,17590,17462,17349,17404,17252,17212,17093,16854,16769,16391,16196,15606,14996,13939,12328,9697,5754,2483,2440.9,5016,7450.7,9741.1,11494,13017,13911,14377,15030,15280,15677,16404,16368,16643,16636,16666,16776,16821,16880,16873,16837,17054,16792,16781,16618,16444,16384,16313,16061,15837,15748,15979,16304,16361,16592,16757,16694,16707,16792,16726,16561,16451,16424,16490,16476,16921,16944,17469,17552,17748,17663,17661,17679,17854,17899,18194,18089,18070
7,49.875,0.86,722.83,190.69,87.263,0.79814,239.71,37,3,3000,19916,19293,19632,19536,19606,19336,19391,19264,19268,19361,19198,18942,18789,18764,18523,18759,18508,18276,18258,18097,17666,17343,17073,16448,15659,14260,11654,8222.7,3894.4,2078.9,3580.5,6406.1,9019.2,11216,12968,14319,15236,15832,16125,16574,17125,17381,17641,17712,17864,17557,17739,17932,17795,17894,17857,17994,17875,17817,17751,17401,17286,17080,16851,16610,16600,16682,17129,17449,17582,17645,17733,17979,17921,17859,17786,17848,17651,18015,17981,18090,18336,18673,18626,18906,18825,18963,19028,19195,19119,19358,19243
7.15,49.731,0.86,712.14,168.67,84.251,0.8064,242.19,37,3,3000,19767,19487,19303,19325,19504,19262,19334,19180,19133,19007,19077,18707,18831,18637,18471,18444,18259,18217,18100,17737,17589,17254,17049,16287,15299,14027,11778,7985.1,3952.9,1976.2,3163.2,6274.1,8863.6,11176,12880,14124,14992,15664,15986,16540,16981,17363,17334,17483,17461,17337,17566,17610,17639,17640,17595,17571,17382,17375,17270,17032,16975,16563,16315,16048,15954,16276,16675,17081,17332,17629,17564,17956,17625,17879,17809,17907,18120,18036,18170,18334,18262,18379,18658,18724,18675,18839,18864,18902,19089,19087,19186
7.32,49.702,0.86,722.69,152.66,78.028,0.70798,212.63,37,3,3000,18388,18149,18035,18110,18039,17939,17961,17789,17721,17936,17793,17634,17508,17289,17239,17301,17113,17008,16899,16572,16380,16084,15643,14954,13829,11891,9430.5,5582.3,2519.6,2278.9,4678.3,7405,9733.3,11496,12910,13883,14506,15088,15470,15790,15942,16040,16350,16357,16324,16381,16435,16265,16427,16245,16150,16348,16137,16009,15825,15766,15617,15192,15054,15184,15164,15596,15793,16125,16244,16629,16565,16679,16765,16938,16925,16889,17142,17269,17126,17297,17281,17447,17315,17563,17597,17612,17520,17731,17868,17672,17812
6.25,49.831,0.6,532.58,208.38,70.12,0.54249,162.93,37,3,3000,15713,15530,15440,15570,15428,15445,15441,15470,15383,15363,15354,15173,15004,15092,14738,14782,14682,14643,14739,14549,14262,14123,13713,13215,12313,10944,7848.1,3866.3,2569.9,5358.8,8031.2,9741.1,11374,12446,13248,13594,13784,13827,14104,14370,14583,14736,14915,14772,14910,14836,14860,14902,14924,14986,14947,14949,14728,14882,14981,14839,14740,14629,14578,14823,14924,14813,14850,14984,14958,15008,14780,14792,14650,14674,14672,14374,14822,14785,14926,15004,14984,15186,15092,15239,15116,15293,15157,15340,15295,15189,15332
6.39,49.776,0.6,513.65,201.43,102.82,0.33271,99.925,37,3,3000,21443,21215,21255,20957,21039,21215,21018,20792,20828,20720,20966,20418,20098,19968,19872,19770,19576,19341,18999,18594,18427,17829,16774,15058,12615,8461.2,3796.2,2882.9,5928.2,9160.7,11659,13844,15597,16808,17262,17421,18050,18380,18922,19440,19503,19860,19755,19997,19741,19853,19706,20005,20025,19974,19942,19826,19838,19680,19520,19634,19452,19685,19803,19927,19885,19958,19898,19838,19800,19781,19564,19515,19304,19509,19703,19861,19900,20190,20287,20358,20509,20592,20548,20505,20690,20609,20699,20874,20692,21080,20864
6.56,49.727,0.6,527.04,196.19,106.32,0.35936,107.93,37,3,3000,23954,23458,23498,23452,23292,23223,23299,23115,23112,23156,23231,22434,22219,22357,21873,21880,21525,21395,21094,20823,20118,19367,18234,16696,14005,9756.8,4928,2970.5,5826.3,9338.7,12203,14633,16573,18027,18815,19266,19613,20076,20778,21281,21509,21514,21733,21724,21665,21895,21701,21871,21794,21794,21987,21674,21615,21467,21302,21413,21094,21401,21634,21624,21792,21945,22114,21774,21847,21651,21448,21489,21221,21278,21723,21852,21864,22090,22177,22326,22705,22514,22887,22810,22825,22907,23019,22927,23158,23081,23206
6.72,49.628,0.6,541.32,189.3,101.78,0.36185,108.68,37,3,3000,23299,23145,23020,22915,23055,22942,22887,22790,22483,22578,22547,22227,22015,21730,21693,21516,21309,21103,20668,20422,20004,19225,18170,16559,13792,9705.6,4688.5,2869.8,5554.1,9174.5,11867,14312,16222,17508,18402,18884,19242,19530,20335,20620,21129,21248,21266,21298,21291,21336,21266,21463,21487,21320,20949,21118,21008,20781,20663,20509,20735,20674,20955,21036,21376,21190,21324,21470,21211,20927,21055,20976,20913,21255,21018,21452,21655,21822,21751,21962,22210,22178,22072,22286,22318,22574,22536,22592,22698,22717,22626
6.84,49.417,0.6,534.44,171.72,94.083,0.34558,103.79,37,3,3000,21156,20903,20819,20929,21054,21010,20859,20668,20625,20618,20636,20274,20186,19931,19707,19678,19500,19259,18983,18764,18182,17766,16661,15255,12446,8361.2,3990,2879.6,5529.7,8583.9,11221,13167,14993,16220,17022,17670,17929,18212,18709,18908,19177,19408,19287,19569,19395,19357,19464,19448,19283,19231,19259,19237,18745,18602,18507,18411,18567,18594,18918,19157,19336,19470,19568,19422,19562,19486,19324,19485,19520,19517,19575,19568,19858,19950,20006,20097,20199,20311,20485,20329,20440,20590,20488,20599,20561,20555,20656
