pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-151.999,-150.999,-149.999,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
7.15,14.908,0.6,593.28,233.68,112.95,0.40756,122.4,43,2,6000,24073,24067,23997,23605,23808,23788,23781,23745,23374,23532,23447,23088,23130,22821,22766,22801,22569,22210,21875,21318,20572,19426,16690,10936,3758.2,6553,13477,17356,19417,20647,21335,21932,22189,22290,22538,22778,22807,23107,23105,23092,23031,23185,23139,23108,23202,23127,23162,23144,23289,23104,22892,22916,23235,22857,22744,22839,22996,23035,23188,23364,23324,23311,23374,23397,23517,23498,23346,23238,23409,23416,23424,23484,23511,23641,23689,23533,23690,23721,23469,23727,23788,23614,23535,23772
7.28,14.874,0.6,624.91,229.14,114.27,0.42777,128.47,43,2,6000,27578,27422,27423,27055,26969,27035,27144,26903,26695,26872,26604,26356,26297,26135,25911,26001,25834,25431,24939,24471,23442,22139,19045,12419,4405.8,7460,15055,19808,21932,23396,24200,24875,25353,25481,25750,25874,26021,26177,26321,26127,26257,26315,26552,26464,26470,26374,26443,26381,26447,26319,26369,26179,26068,25976,25930,26010,26303,26302,26496,26606,26704,26642,26845,26566,26595,26625,26735,26629,26890,26843,26639,26607,26762,26839,26843,26850,26888,26996,27012,26884,27060,26894,26909,26940
6.25,14.954,0.43,497.54,227.95,109.23,0.50621,152.03,43,2,6000,27848,27773,27767,27698,27563,27536,27592,27570,27170,27236,27142,27110,26872,26601,26596,26488,26336,26072,25630,25187,24960,23888,21818,17411,8598.4,5917.1,14676,19890,22607,23984,24954,25543,25956,26071,26217,26333,26592,26784,26989,26841,26957,26984,26986,27086,27103,26942,27042,26879,27086,27179,27032,27033,27077,27002,27030,27314,27091,27103,27137,27089,27067,27043,27200,27231,27168,27214,27057,27190,26959,27168,27073,27003,27289,27234,27422,27574,27325,27360,27427,27213,27396,27551,27580,27609
6.43,14.945,0.43,496.59,232.05,103.47,0.39925,119.91,43,2,6000,25484,25260,25494,25240,25315,25407,25377,25148,25206,25035,24987,24848,24896,24829,24720,24618,24289,24116,23835,23527,23004,21555,19074,12442,4823.4,10162,17210,20127,22058,22779,23591,23762,24053,24051,24548,24526,24677,24802,24937,24883,24885,25007,24756,24906,25026,25029,25206,24890,24977,24963,24904,24837,24786,24690,24817,25056,24850,25075,25040,24862,24906,25022,24682,24890,24942,24832,24940,24903,24847,25081,25069,25003,25039,25218,25069,25105,25167,25228,25058,25248,25139,25244,25355,25297
6.58,14.925,0.43,490.74,235.8,96.265,0.22692,68.152,43,2,6000,21561,21255,21273,21268,21123,21270,21348,21200,20946,21042,20944,20769,20805,20795,20711,20437,20291,20046,19907,19509,18607,16852,12312,5498.9,7079,13801,16897,18108,19194,19631,20049,20368,20180,20426,20668,20756,20777,20705,20630,20825,20871,20967,20973,21044,20986,21108,21030,20955,20980,20859,20904,20814,20773,20882,20950,21093,21078,20950,21108,21030,21027,20963,20936,20947,20940,20988,20921,21052,20973,20973,21013,21110,21028,21207,21108,21185,21153,21109,21165,21070,21119,21226,21326,21275
6.68,14.896,0.43,444.58,219.41,111.94,0.33471,100.53,43,2,6000,23406,23126,23095,22947,23015,22927,22857,22967,22364,22515,22472,22309,22156,22087,21980,21868,21612,21646,21094,20465,19827,18355,14994,8128.3,4286.2,10934,15722,18377,19624,20549,21045,21388,21638,21794,21917,22064,22154,22480,22315,22414,22456,22400,22297,22549,22593,22387,22372,22548,22580,22470,22425,22299,22450,22259,22227,22508,22617,22451,22637,22589,22593,22701,22546,22607,22594,22559,22726,22584,22613,22654,22598,22595,22754,22747,22775,22748,22700,22746,22895,22903,22914,22620,22780,22919
6.83,14.838,0.43,460.19,223.83,104.97,0.23869,71.686,43,2,6000,23039,22803,22943,22758,22747,22887,22747,22647,22513,22414,22523,22415,22185,22058,22193,22101,21812,21529,21242,20662,19838,17645,13017,5257.5,6674.4,14071,17584,19217,20562,20969,21409,21747,21806,21860,22066,22061,22118,22158,22279,22239,22543,22380,22370,22342,22513,22413,22365,22460,22365,22353,22348,22246,22168,22166,22281,22508,22355,22483,22361,22533,22335,22414,22422,22496,22583,22462,22464,22543,22601,22460,22657,22635,22600,22676,22746,22602,22640,22611,22573,22768,22700,22594,22823,22739
7.03,14.933,0.43,457.74,222.12,91.367,0.29854,89.663,43,2,6000,19318,19288,19204,19166,19166,19135,19139,19077,19055,18953,18833,18890,18757,18748,18572,18528,18365,18188,17764,17769,16885,15481,12071,7306.9,5849.4,9956.5,14096,15903,17029,17603,17992,18190,18310,18579,18505,18547,18653,18762,18744,18848,18800,18853,19050,18725,18799,18659,18610,18874,18848,18603,18653,18692,18672,18705,18704,18817,18906,18835,18880,18876,18785,18910,19082,18826,18855,19050,18834,18944,19079,18949,18992,19120,18838,19058,18894,18881,19121,18976,19015,19068,19070,19170,18954,19174
7.14,14.882,0.43,453.45,204.59,107.6,0.27088,81.354,43,2,6000,21133,21116,21100,20973,20985,20970,20990,20769,20649,20648,20637,20654,20532,20275,20056,20064,19855,19684,19317,18942,17863,15941,11806,5160.4,5468.7,12001,15562,17360,18479,19018,19432,19841,19899,20142,20053,20399,20436,20298,20541,20377,20428,20523,20575,20489,20527,20656,20456,20425,20358,20406,20403,20401,20300,20568,20533,20458,20630,20624,20577,20628,20660,20659,20597,20702,20732,20577,20766,20637,20753,20792,20779,20794,20916,20856,20803,20833,20862,20792,20791,20772,20737,20841,20948,20905
7.3,14.973,0.43,453.15,201.64,110.42,0.33048,99.254,43,2,6000,23032,22971,22850,22882,22784,22521,22889,22782,22342,22312,22355,22267,22205,22043,22035,21629,21621,21280,20930,20548,19744,18006,14545,8073.2,4316.1,10206,15631,18332,19822,20281,20929,21306,21554,21805,21771,21911,22069,22238,22293,22191,22185,22373,22138,22142,22071,22329,22183,22332,22182,22265,21971,22184,21982,22031,21998,22184,22193,22225,22372,22401,22433,22331,22460,22391,22416,22370,22468,22533,22491,22460,22604,22415,22547,22457,22424,22627,22500,22565,22682,22594,22651,22726,22513,22635
6.28,49.89,3.4,4137.6,327.48,106.22,0.30509,91.629,43,2,6000,20046,18932,18698,18725,18650,18690,18568,18380,18358,18101,18007,17976,17934,17741,17582,17211,16996,16466,15874,14839,13151,10208,5541,1534.9,887.78,2705.4,4789,6504.7,8825.9,11023,12619,13365,13242,13337,14380,15729,16605,17056,17405,17443,17587,17419,17493,17622,17318,17480,17385,17186,17018,16575,15898,15346,14800,15138,15512,16417,16655,17028,17091,16807,16849,16312,15985,15453,14658,14416,14599,15048,15837,16455,17123,17450,17688,18045,18223,18226,18293,18389,18420,18358,18469,18702,18494,18643
6.39,49.836,3.4,4259.8,333.12,73.414,0.74526,223.83,43,2,6000,14589,13597,13578,13540,13546,13463,13469,13388,13518,13426,13374,13208,13325,13183,13118,13218,13109,13024,12694,12539,11844,11387,9984.7,7629.3,5109.7,2671.4,1453.3,2347.4,3856.7,5305.9,6699.9,8270.9,9312.7,9729.7,10050,10219,10767,11647,12074,12411,12484,12678,12634,12754,12765,12663,12775,12784,12808,12468,12495,12328,12207,11774,11552,11459,11061,11067,11338,11596,11900,12012,12317,12120,11963,11764,11442,11388,11148,10884,10867,11286,11517,12273,12585,12914,13076,13326,13184,13439,13348,13402,13515,13538
6.58,49.751,3.4,4186.3,318.16,104.56,0.36266,108.92,43,2,6000,19053,17747,17711,17466,17725,17618,17453,17360,17250,17021,17054,16949,16872,16670,16558,16351,15936,15574,15151,13847,12319,9673.2,5835,2153.4,963.18,1675.9,3459.9,5122,7014.4,9054.6,10820,11736,11974,12412,13221,14042,15020,15472,15864,16037,15927,15958,15913,16119,15951,15966,15618,15477,15072,14615,13832,13150,12678,12394,12874,13588,14364,14879,14995,14978,14962,14851,14462,14249,13790,13676,13677,14011,14438,15020,15176,15621,15902,16621,16853,17147,17171,17273,17216,17447,17367,17493,17400,17525
6.68,49.628,3.4,4226.6,277.28,113.25,0.35322,106.08,43,2,6000,21283,19766,19552,19541,19454,19441,19497,19478,18844,18997,18884,18897,18498,18557,18216,18097,17648,17100,16270,15115,13335,10012,5644.6,1709.4,810.84,1749.3,3581.5,5463.4,7185.7,9774.6,11744,12886,13149,13582,14459,15625,16436,17041,17181,17326,17453,17583,17548,17463,17272,17059,16945,16787,16386,15519,14917,13672,12913,12824,13433,14601,15548,16095,16307,16311,16388,16281,15987,15826,15692,15354,15568,15668,16096,16490,17095,17259,17734,18200,18565,18709,18865,19223,19225,19119,19203,19340,19449,19391
6.86,49.945,3.4,4170.1,262.63,95.596,0.21853,65.633,43,2,6000,19098,17747,17671,17460,17656,17444,17563,17395,17203,17026,16987,16834,16613,16474,16372,15870,15476,14926,13837,12433,9874.4,6612.2,2949.2,1060.5,1304.9,2705.3,4436.8,6004.6,8075.1,9841.5,11251,11877,12667,13209,13955,14464,14893,15367,15325,15429,15441,15504,15397,15234,14951,14688,14318,13829,13272,12788,11727,11215,11280,11679,12717,13489,14047,14492,14731,14644,14806,14511,14696,14571,14607,14811,15030,15303,15452,15788,15757,16248,16290,16548,16873,16990,17125,17063,17249,17244,17412,17335,17473,17549
